event_id,year,event_sign,P2_score,event_scale,path_start,cluster_month,event_day_sha256
2025-01-12T16:00:00Z,2025,-1,1.0159151096448529,0.0052028470160318,2025-01-12T20:00:00Z,2025-01,999e77d6f038bc0f3af80c8f43928fe79eb0ecebf4a547f68a5705e323d644c7
2025-01-19T16:00:00Z,2025,1,-1.7409059151925477,0.0119771008948954,2025-01-19T20:00:00Z,2025-01,19748e002ddcf6ee220100b72d83a06d76a0eb7617d5a7fc54d15d222177a0f9
2025-01-21T16:00:00Z,2025,1,-0.2025006648911615,0.0312341945218035,2025-01-21T20:00:00Z,2025-01,450eb0e03d4a054e217a9c34d4e6b2927b9cd3b154230fb3cf0958e586a2c61d
2025-01-29T16:00:00Z,2025,1,0.98738527017781241,0.019596919554228601,2025-01-29T20:00:00Z,2025-01,51a52ebebce926483b692ad991fb48cf4294686b2adb63afa6d2b032a84b44f2
2025-01-31T16:00:00Z,2025,-1,-0.2118101058731735,0.032201580291052502,2025-01-31T20:00:00Z,2025-01,ae2edd8e31f5f43a9a11c6037264ee0a03aad841dbcd0c060924b175e8693ad0
2025-02-03T16:00:00Z,2025,1,-1.4324845848617871,0.0302730344727812,2025-02-03T20:00:00Z,2025-02,f3f99421835c90e43f6d2c66a37eb5afa1557c51c34f2726f851cb6019db5606
2025-02-06T16:00:00Z,2025,-1,0.3737579344209237,0.017164841068200501,2025-02-06T20:00:00Z,2025-02,48f7a812e99ab4691bebb795f08f6e2808c0fd2d681769d0b9c797960a7211c7
2025-02-08T16:00:00Z,2025,1,1.1259512305506585,0.0094111749318550007,2025-02-08T20:00:00Z,2025-02,d5669cc0adbdbd57dc062b8e45f6c47ce2f72b8b49daeb244fdce03077c2cd75
2025-02-11T16:00:00Z,2025,-1,-0.70191232614341537,0.022208553290155801,2025-02-11T20:00:00Z,2025-02,dbac496b09d4963097b69c5e9e7eb184b8beee843c24e999e538c34aaa24f241
2025-02-21T16:00:00Z,2025,-1,-0.78590577547703666,0.0295534558908956,2025-02-21T20:00:00Z,2025-02,a6d8071e3fc14ffb790c973ba33f52d6a0c4a25c147d802792cbcbb347c33daa
2025-03-02T16:00:00Z,2025,1,-0.0669749534412305,0.083061408492438801,2025-03-02T20:00:00Z,2025-03,59e339e14712cc53c4056300fabfcee89e19d64a8080f06b510df5a9f2abad51
2025-03-03T16:00:00Z,2025,-1,-1.8407661126465449,0.051037889381476902,2025-03-03T20:00:00Z,2025-03,77264ffb05aa5e6e484f194f436f95a2acce3b75c3374a1de12228f2b856527c
2025-03-04T16:00:00Z,2025,1,-1.3621263771750196,0.064205340917720302,2025-03-04T20:00:00Z,2025-03,51f523367272c3284b4e71969fc30c81b0a490d1227f7fc3be5f30557714113a
2025-03-06T16:00:00Z,2025,-1,0.98179394313830237,0.033415683702697402,2025-03-06T20:00:00Z,2025-03,8e3937ede44eaae848433bc2f9fcee317e0a10b084f2dd4562d6881a1142bc9b
2025-04-06T16:00:00Z,2025,-1,-0.27385991467506332,0.047804809490685302,2025-04-06T20:00:00Z,2025-04,a137773acacf4db6f3bfbb0c006c2fac86977550ce1c86bd65edc2c089868fa7
