day,url,role,expected_sha256,actual_sha256,hash_match,download_ok,parse_ok,rows,duplicate_timestamp_rows,timestamp_unit_source,first_open_utc,last_open_utc,full_day_5m_continuity,error
2024-02-28,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-02-28.zip,NEXT_DAY,,7123069c9e0760b858f938862d77afe5120d86e53c640e5ed6f949f93bc2f524,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-02-28T00:00:00+00:00,2024-02-28T23:55:00+00:00,True,
2024-03-02,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-02.zip,EVENT_DAY,9a76defbc559904fe4cbd0c593d0d5982e2614b93d9fa017ede045ae612b2dc4,9a76defbc559904fe4cbd0c593d0d5982e2614b93d9fa017ede045ae612b2dc4,True,True,True,288,0,milliseconds,2024-03-02T00:00:00+00:00,2024-03-02T23:55:00+00:00,True,
2024-03-03,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-03.zip,NEXT_DAY,,05398e1990399bf2fe58cd0097567c8e8a84c47381d00e50fa330182389ced5e,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-03-03T00:00:00+00:00,2024-03-03T23:55:00+00:00,True,
2024-03-04,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-04.zip,EVENT_DAY,a317458d68ea8b1ff7b9affe176566636760d5b6c6429bffc391d6e1ea654cd2,a317458d68ea8b1ff7b9affe176566636760d5b6c6429bffc391d6e1ea654cd2,True,True,True,288,0,milliseconds,2024-03-04T00:00:00+00:00,2024-03-04T23:55:00+00:00,True,
2024-03-05,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-05.zip,NEXT_DAY,,9aba48fb5e8f7ccc6af02a20ad6cfdf25109597f8766da356623e4735cff4397,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-03-05T00:00:00+00:00,2024-03-05T23:55:00+00:00,True,
2024-03-13,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-13.zip,EVENT_DAY,f02368a330e5358e2fb4cb968605777410f172da21fff39a6141d563efa52138,f02368a330e5358e2fb4cb968605777410f172da21fff39a6141d563efa52138,True,True,True,288,0,milliseconds,2024-03-13T00:00:00+00:00,2024-03-13T23:55:00+00:00,True,
2024-03-14,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-14.zip,NEXT_DAY,,8166aad6c703a7bb9f3409c37bf92128381488c2ae8bc2d0b1fc4ecc072aacf8,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-03-14T00:00:00+00:00,2024-03-14T23:55:00+00:00,True,
2024-03-20,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-20.zip,EVENT_DAY,c8d87c01ad782d0f06375bd3e8ee0dc9c498b5e7ac98c96b9421f8d8679fcb3e,c8d87c01ad782d0f06375bd3e8ee0dc9c498b5e7ac98c96b9421f8d8679fcb3e,True,True,True,288,0,milliseconds,2024-03-20T00:00:00+00:00,2024-03-20T23:55:00+00:00,True,
2024-03-21,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-21.zip,NEXT_DAY,,05da772b6dd71c4c16884a72711221e831f86581c2300c75ade5ce8bbd895624,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-03-21T00:00:00+00:00,2024-03-21T23:55:00+00:00,True,
2024-03-25,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-25.zip,EVENT_DAY,03955bca091c60d9e373a20d5411beb6811eb5dd7d86961cc4047b485aafcb1f,03955bca091c60d9e373a20d5411beb6811eb5dd7d86961cc4047b485aafcb1f,True,True,True,288,0,milliseconds,2024-03-25T00:00:00+00:00,2024-03-25T23:55:00+00:00,True,
2024-03-26,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-26.zip,EVENT_DAY,572f3bb4663ff35b7bd83c34a17e2e9407165709a1dbdada9bdafc6e52113d71,572f3bb4663ff35b7bd83c34a17e2e9407165709a1dbdada9bdafc6e52113d71,True,True,True,288,0,milliseconds,2024-03-26T00:00:00+00:00,2024-03-26T23:55:00+00:00,True,
2024-03-27,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-03-27.zip,NEXT_DAY,,6afb42b5c55b15e5c96132469d02acede7eb827f5207b7b14abbc1d2a85718ef,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-03-27T00:00:00+00:00,2024-03-27T23:55:00+00:00,True,
2024-04-01,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-04-01.zip,EVENT_DAY,e9d1594120e7c5107686281a8010df492b43346f4c5ee3aa8d97aed3dcaa16f4,e9d1594120e7c5107686281a8010df492b43346f4c5ee3aa8d97aed3dcaa16f4,True,True,True,288,0,milliseconds,2024-04-01T00:00:00+00:00,2024-04-01T23:55:00+00:00,True,
2024-04-02,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-04-02.zip,NEXT_DAY,,609140e44ceda4924c7fff4c6e50a0ba66591aea039e03451920755f156ba8fd,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-04-02T00:00:00+00:00,2024-04-02T23:55:00+00:00,True,
2024-04-30,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-04-30.zip,EVENT_DAY,1aa78a1e9246c9e4391965d7845356a25cb01e13a3e8f8bc2f10ad9ad40eeee9,1aa78a1e9246c9e4391965d7845356a25cb01e13a3e8f8bc2f10ad9ad40eeee9,True,True,True,288,0,milliseconds,2024-04-30T00:00:00+00:00,2024-04-30T23:55:00+00:00,True,
2024-05-01,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-01.zip,NEXT_DAY,,36d7cba288c428ca48e55737ed84a62269a49e4cccaaee24dde94b518d9efcf7,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-05-01T00:00:00+00:00,2024-05-01T23:55:00+00:00,True,
2024-05-05,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-05.zip,EVENT_DAY,b708bf2155c81dd3c9fddd312956c9c02e2e0db7c320d24be01ad9cbb3431ca9,b708bf2155c81dd3c9fddd312956c9c02e2e0db7c320d24be01ad9cbb3431ca9,True,True,True,288,0,milliseconds,2024-05-05T00:00:00+00:00,2024-05-05T23:55:00+00:00,True,
2024-05-06,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-06.zip,NEXT_DAY,,5d4cf320d455f30dfa88fe1d183d40c9d38933ef27a84732b25ca7ff806e65e6,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-05-06T00:00:00+00:00,2024-05-06T23:55:00+00:00,True,
2024-05-19,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-19.zip,EVENT_DAY,f7be1318ab17403813715621c8b237a963c0a7241813f6003730a9ec241faf3f,f7be1318ab17403813715621c8b237a963c0a7241813f6003730a9ec241faf3f,True,True,True,288,0,milliseconds,2024-05-19T00:00:00+00:00,2024-05-19T23:55:00+00:00,True,
2024-05-20,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-20.zip,NEXT_DAY,,c62909d4c6f9e254f1fbfae6e976046245cb45e030928e633b9594a870399186,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-05-20T00:00:00+00:00,2024-05-20T23:55:00+00:00,True,
2024-05-24,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-24.zip,EVENT_DAY,8f09a35115727841106cf006f963e60e89c6d7ecc4ed22e317a0f9ea1798b008,8f09a35115727841106cf006f963e60e89c6d7ecc4ed22e317a0f9ea1798b008,True,True,True,288,0,milliseconds,2024-05-24T00:00:00+00:00,2024-05-24T23:55:00+00:00,True,
2024-05-25,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-25.zip,NEXT_DAY,,16987a81109112208e288cdaa1b559c8a48cc5a453230afe8bb756dd1e4ee75b,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-05-25T00:00:00+00:00,2024-05-25T23:55:00+00:00,True,
2024-05-27,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-27.zip,EVENT_DAY,515ed95fdb57e96dbe8f003352a5e557c06c409c3d31d27575ae5b642ca540f2,515ed95fdb57e96dbe8f003352a5e557c06c409c3d31d27575ae5b642ca540f2,True,True,True,288,0,milliseconds,2024-05-27T00:00:00+00:00,2024-05-27T23:55:00+00:00,True,
2024-05-28,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-05-28.zip,NEXT_DAY,,c136afbfb904bf772fde200310ee2cc678d510f788d1e90d4de5c8fd52b0416e,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-05-28T00:00:00+00:00,2024-05-28T23:55:00+00:00,True,
2024-06-06,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-06.zip,EVENT_DAY,ca5c81c64c0ec37ab52391d87e5d6a79b85b158ad98c8cf33ce0b3fef78d6d5b,ca5c81c64c0ec37ab52391d87e5d6a79b85b158ad98c8cf33ce0b3fef78d6d5b,True,True,True,288,0,milliseconds,2024-06-06T00:00:00+00:00,2024-06-06T23:55:00+00:00,True,
2024-06-07,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-07.zip,NEXT_DAY,,4427d8b745cc2efeed148d9676ccc5244a6a8e665a325dbe2d17e3c4b3af8f19,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-06-07T00:00:00+00:00,2024-06-07T23:55:00+00:00,True,
2024-06-10,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-10.zip,EVENT_DAY,6d3dbdedab5ab7dc76b0f28cf24776aa0cca93990729fe3dd457bae135784c6b,6d3dbdedab5ab7dc76b0f28cf24776aa0cca93990729fe3dd457bae135784c6b,True,True,True,288,0,milliseconds,2024-06-10T00:00:00+00:00,2024-06-10T23:55:00+00:00,True,
2024-06-11,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-11.zip,NEXT_DAY,,46cdf065d2a9eccecd1aded70aa3187dc0fd3941877fdc259beb908588081d82,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-06-11T00:00:00+00:00,2024-06-11T23:55:00+00:00,True,
2024-06-12,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-12.zip,EVENT_DAY,6feb00c33d296c840589a1f3faf5c31914e16e211bcf0fa7643ffd4743920c3f,6feb00c33d296c840589a1f3faf5c31914e16e211bcf0fa7643ffd4743920c3f,True,True,True,288,0,milliseconds,2024-06-12T00:00:00+00:00,2024-06-12T23:55:00+00:00,True,
2024-06-13,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-13.zip,NEXT_DAY,,d5ccfd244286de3415765b4117979f5196fe19e8045cdded3295b07c319d3853,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-06-13T00:00:00+00:00,2024-06-13T23:55:00+00:00,True,
2024-06-21,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-21.zip,EVENT_DAY,9fe1e77377ecbcbbcb990697e256e21be83877af6a638d3c0624e825221d486d,9fe1e77377ecbcbbcb990697e256e21be83877af6a638d3c0624e825221d486d,True,True,True,288,0,milliseconds,2024-06-21T00:00:00+00:00,2024-06-21T23:55:00+00:00,True,
2024-06-22,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-06-22.zip,NEXT_DAY,,a3a74be9280ee0c4bcc9fbd5d83e1cac13b9bfe9ad2fce9b318ce031671bf0b5,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-06-22T00:00:00+00:00,2024-06-22T23:55:00+00:00,True,
2024-07-03,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-07-03.zip,EVENT_DAY,2a763ed7b127edfbe09c86872d95ba234f0a2a79ffb06d2c409cf5088b8cbb85,2a763ed7b127edfbe09c86872d95ba234f0a2a79ffb06d2c409cf5088b8cbb85,True,True,True,288,0,milliseconds,2024-07-03T00:00:00+00:00,2024-07-03T23:55:00+00:00,True,
2024-07-04,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-07-04.zip,NEXT_DAY,,9106b813bf05c80882b56da1d6ea2044c6d0088d1c17a9fad172dad81f1c0375,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-07-04T00:00:00+00:00,2024-07-04T23:55:00+00:00,True,
2024-07-23,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-07-23.zip,EVENT_DAY,840d7f8d0e46890a36d80791c2c0bc43c05563292a226751fde54ec4cf734b78,840d7f8d0e46890a36d80791c2c0bc43c05563292a226751fde54ec4cf734b78,True,True,True,288,0,milliseconds,2024-07-23T00:00:00+00:00,2024-07-23T23:55:00+00:00,True,
2024-07-24,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-07-24.zip,EVENT_DAY,7df1c10f28a65d0ce4234d01598a9add6b35728482a058e2be0dd5e3f78c03e5,7df1c10f28a65d0ce4234d01598a9add6b35728482a058e2be0dd5e3f78c03e5,True,True,True,288,0,milliseconds,2024-07-24T00:00:00+00:00,2024-07-24T23:55:00+00:00,True,
2024-07-25,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-07-25.zip,NEXT_DAY,,65d7a45ca45a9d71e3d3fa32775d45deb9170803871edb1a2ef7f8d820fba3b7,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-07-25T00:00:00+00:00,2024-07-25T23:55:00+00:00,True,
2024-07-31,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-07-31.zip,EVENT_DAY,0124e2b4d84539e764b826987c79b1b6655e5b9a661246026a85e9b64f15c4ab,0124e2b4d84539e764b826987c79b1b6655e5b9a661246026a85e9b64f15c4ab,True,True,True,288,0,milliseconds,2024-07-31T00:00:00+00:00,2024-07-31T23:55:00+00:00,True,
2024-08-01,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-01.zip,NEXT_DAY,,67f1623175555d7f70ed61a07242c5db245f318090525a8465cb8cf6b6dfa7b7,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-08-01T00:00:00+00:00,2024-08-01T23:55:00+00:00,True,
2024-08-07,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-07.zip,EVENT_DAY,5dbe71e59f357ce360b0193d5081d35f225e35ac7770f9f812d913deec658f8f,5dbe71e59f357ce360b0193d5081d35f225e35ac7770f9f812d913deec658f8f,True,True,True,288,0,milliseconds,2024-08-07T00:00:00+00:00,2024-08-07T23:55:00+00:00,True,
2024-08-08,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-08.zip,NEXT_DAY,,4337a1104444f6107eecb48ae7921d8490e6921a5fcadc96aa1c9c73e40458dd,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-08-08T00:00:00+00:00,2024-08-08T23:55:00+00:00,True,
2024-08-11,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-11.zip,EVENT_DAY,63a44581443d9cd0efd2b88490d936dfffe7932da6e65fa603273cf8875e50fd,63a44581443d9cd0efd2b88490d936dfffe7932da6e65fa603273cf8875e50fd,True,True,True,288,0,milliseconds,2024-08-11T00:00:00+00:00,2024-08-11T23:55:00+00:00,True,
2024-08-12,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-12.zip,NEXT_DAY,,49ea5f9e6cb8df636c8fb46f13e0fa117327660b68a3ad8dd313eac9b6fe25bc,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-08-12T00:00:00+00:00,2024-08-12T23:55:00+00:00,True,
2024-08-15,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-15.zip,EVENT_DAY,bcfceb4cab763352b03e3d0689408bd61d014c9dd1ac7c8befb358872875148d,bcfceb4cab763352b03e3d0689408bd61d014c9dd1ac7c8befb358872875148d,True,True,True,288,0,milliseconds,2024-08-15T00:00:00+00:00,2024-08-15T23:55:00+00:00,True,
2024-08-16,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-16.zip,EVENT_DAY,46ef8b6d47c2033b142b78e8be3b1dc09c4abd79a267da220a3aa742b2fdbd57,46ef8b6d47c2033b142b78e8be3b1dc09c4abd79a267da220a3aa742b2fdbd57,True,True,True,288,0,milliseconds,2024-08-16T00:00:00+00:00,2024-08-16T23:55:00+00:00,True,
2024-08-17,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-17.zip,NEXT_DAY,,7c92319b33cae87da9007523898a7e082ee3e7112d0a9a474c2534061ccc1375,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-08-17T00:00:00+00:00,2024-08-17T23:55:00+00:00,True,
2024-08-21,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-21.zip,EVENT_DAY,513b018a368ccf6acf7675dabd364044345345772f7f4249e408429050b2e6d2,513b018a368ccf6acf7675dabd364044345345772f7f4249e408429050b2e6d2,True,True,True,288,0,milliseconds,2024-08-21T00:00:00+00:00,2024-08-21T23:55:00+00:00,True,
2024-08-22,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-22.zip,NEXT_DAY,,472cebe5b8712f99f7bb6bb7205de901cfdae5e4bd1e860d842c18977c78bd0f,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-08-22T00:00:00+00:00,2024-08-22T23:55:00+00:00,True,
2024-08-23,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-23.zip,EVENT_DAY,04601193a12c58e6cfa6da2407b552edfebe11344fa4e175aa6b31a2cc97028b,04601193a12c58e6cfa6da2407b552edfebe11344fa4e175aa6b31a2cc97028b,True,True,True,288,0,milliseconds,2024-08-23T00:00:00+00:00,2024-08-23T23:55:00+00:00,True,
2024-08-24,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-24.zip,NEXT_DAY,,860f8a72608cedbbebc7c6784eb1411ec8a910d2e1b07b129b951853bf18126c,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-08-24T00:00:00+00:00,2024-08-24T23:55:00+00:00,True,
2024-08-29,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-29.zip,EVENT_DAY,8596acc012335be84dac91b07f20481c9309b92c83d5e12e1f7b5cccc3b66cf6,8596acc012335be84dac91b07f20481c9309b92c83d5e12e1f7b5cccc3b66cf6,True,True,True,288,0,milliseconds,2024-08-29T00:00:00+00:00,2024-08-29T23:55:00+00:00,True,
2024-08-30,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-08-30.zip,NEXT_DAY,,2cc368db4ae3dfd02f96734ed9c1342d071b3200462a8dfd301a8b39401601b8,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-08-30T00:00:00+00:00,2024-08-30T23:55:00+00:00,True,
2024-09-10,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-09-10.zip,EVENT_DAY,5dfd263aa24d9edf4c20143165cc6bf75b4db65dfb258122e46efdbd96b3e2e6,5dfd263aa24d9edf4c20143165cc6bf75b4db65dfb258122e46efdbd96b3e2e6,True,True,True,288,0,milliseconds,2024-09-10T00:00:00+00:00,2024-09-10T23:55:00+00:00,True,
2024-09-11,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-09-11.zip,NEXT_DAY,,4ca9eb61db3772271a4b5435d71fdc2df02c958ffb5c2f5301c05399dd906d9c,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-09-11T00:00:00+00:00,2024-09-11T23:55:00+00:00,True,
2024-09-22,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-09-22.zip,EVENT_DAY,42f06adbc564bef5ba6e469421a62eb9c5967b67da2c176d70413b65c3e94f34,42f06adbc564bef5ba6e469421a62eb9c5967b67da2c176d70413b65c3e94f34,True,True,True,288,0,milliseconds,2024-09-22T00:00:00+00:00,2024-09-22T23:55:00+00:00,True,
2024-09-23,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-09-23.zip,NEXT_DAY,,b62f6d66ab45147947183e7351e7c5772506035f2dbd5e5270d37fa60e5e874b,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-09-23T00:00:00+00:00,2024-09-23T23:55:00+00:00,True,
2024-09-26,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-09-26.zip,EVENT_DAY,3466b8c2d9f66c465914f9e0ae34bda5d5f3e9fa107560376de2544dc9659236,3466b8c2d9f66c465914f9e0ae34bda5d5f3e9fa107560376de2544dc9659236,True,True,True,288,0,milliseconds,2024-09-26T00:00:00+00:00,2024-09-26T23:55:00+00:00,True,
2024-09-27,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-09-27.zip,NEXT_DAY,,8fd923257100b69167b3ca39a8fd8ca0b19f971672f725457cc8a252c4ce16fc,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-09-27T00:00:00+00:00,2024-09-27T23:55:00+00:00,True,
2024-10-02,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-02.zip,EVENT_DAY,0fb34220e8c916e48ce9750da660e43ab5c9c7d5e69f7489aa5d85149d2a2365,0fb34220e8c916e48ce9750da660e43ab5c9c7d5e69f7489aa5d85149d2a2365,True,True,True,288,0,milliseconds,2024-10-02T00:00:00+00:00,2024-10-02T23:55:00+00:00,True,
2024-10-03,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-03.zip,NEXT_DAY,,0a8d8aabfd5bd04303f7bb6d5829092f43d14d65e8c6acdd23ddc89525ee8068,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-10-03T00:00:00+00:00,2024-10-03T23:55:00+00:00,True,
2024-10-05,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-05.zip,EVENT_DAY,d7097fa79699c70bf8d9412cd0284202cb71c2ee01633060cd2e7300dcb06bf4,d7097fa79699c70bf8d9412cd0284202cb71c2ee01633060cd2e7300dcb06bf4,True,True,True,288,0,milliseconds,2024-10-05T00:00:00+00:00,2024-10-05T23:55:00+00:00,True,
2024-10-06,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-06.zip,NEXT_DAY,,7f616e66336e2dd121f1a6ceee9a4f079e70fa80bf71d51d800ff599f5183dbf,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-10-06T00:00:00+00:00,2024-10-06T23:55:00+00:00,True,
2024-10-09,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-09.zip,EVENT_DAY,e6c08a9ec3dfc05a2d600cf1f11ba511ad814cc9916bfda1daea4d1d970185e8,e6c08a9ec3dfc05a2d600cf1f11ba511ad814cc9916bfda1daea4d1d970185e8,True,True,True,288,0,milliseconds,2024-10-09T00:00:00+00:00,2024-10-09T23:55:00+00:00,True,
2024-10-10,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-10.zip,NEXT_DAY,,fa68ab3754db2e27bab3c40405df9bec652ddb81412e729df9fda64e3005402e,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-10-10T00:00:00+00:00,2024-10-10T23:55:00+00:00,True,
2024-10-23,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-23.zip,EVENT_DAY,077758482e9fcc9626bb84f3ddb2b821d3b92fccc6e06df65f7cadcdd7a2af4a,077758482e9fcc9626bb84f3ddb2b821d3b92fccc6e06df65f7cadcdd7a2af4a,True,True,True,288,0,milliseconds,2024-10-23T00:00:00+00:00,2024-10-23T23:55:00+00:00,True,
2024-10-24,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-24.zip,EVENT_DAY,ba1c4e134ede3c403677ff85b18a45e05cd834fff04d1e2f7fec1e7e87f81c9c,ba1c4e134ede3c403677ff85b18a45e05cd834fff04d1e2f7fec1e7e87f81c9c,True,True,True,288,0,milliseconds,2024-10-24T00:00:00+00:00,2024-10-24T23:55:00+00:00,True,
2024-10-25,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-25.zip,NEXT_DAY,,9201e79323f45f2aad490b8b6794e7797856da04116f7aea42221fabd1aed4f6,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-10-25T00:00:00+00:00,2024-10-25T23:55:00+00:00,True,
2024-10-26,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-26.zip,EVENT_DAY,9a4b334943e70bf2207ad8adfce7f119423b8eb687742d14eca747b0a674d6f5,9a4b334943e70bf2207ad8adfce7f119423b8eb687742d14eca747b0a674d6f5,True,True,True,288,0,milliseconds,2024-10-26T00:00:00+00:00,2024-10-26T23:55:00+00:00,True,
2024-10-27,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-10-27.zip,NEXT_DAY,,4c1e3d54310cbe1bddbd8bf391003b06a71302f5be2308b7ff5cab4aa4338362,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-10-27T00:00:00+00:00,2024-10-27T23:55:00+00:00,True,
2024-11-03,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-11-03.zip,EVENT_DAY,e3d18d45d39ae898a6e8eb112bdd91e347eba75ba9d5fc4341aef2bf41b9bb53,e3d18d45d39ae898a6e8eb112bdd91e347eba75ba9d5fc4341aef2bf41b9bb53,True,True,True,288,0,milliseconds,2024-11-03T00:00:00+00:00,2024-11-03T23:55:00+00:00,True,
2024-11-04,https://data.binance.vision/data/spot/daily/klines/BTCUSDT/5m/BTCUSDT-5m-2024-11-04.zip,NEXT_DAY,,b0cf9ebfcbaab25934b70177bd7b5ddb04da5fa4fab27d2d706ae0e2d7bb0def,NOT_PREDECLARED,True,True,288,0,milliseconds,2024-11-04T00:00:00+00:00,2024-11-04T23:55:00+00:00,True,
