event_id,year,path_start_utc,path_end_utc,expected_rows,observed_rows,missing_count,extra_count,complete,first_missing_utc,last_missing_interval_open_utc,missing_ranges_json,archive_dependency_errors
2021-12-09T16:00:00Z,2021,2021-12-09T20:00:00+00:00,2021-12-10T08:00:00+00:00,144,144,0,0,True,,,[],
2021-12-16T16:00:00Z,2021,2021-12-16T20:00:00+00:00,2021-12-17T08:00:00+00:00,144,144,0,0,True,,,[],
2021-12-19T16:00:00Z,2021,2021-12-19T20:00:00+00:00,2021-12-20T08:00:00+00:00,144,144,0,0,True,,,[],
2021-12-23T16:00:00Z,2021,2021-12-23T20:00:00+00:00,2021-12-24T08:00:00+00:00,144,144,0,0,True,,,[],
2021-12-28T16:00:00Z,2021,2021-12-28T20:00:00+00:00,2021-12-29T08:00:00+00:00,144,144,0,0,True,,,[],
2021-12-29T16:00:00Z,2021,2021-12-29T20:00:00+00:00,2021-12-30T08:00:00+00:00,144,144,0,0,True,,,[],
2021-12-31T16:00:00Z,2021,2021-12-31T20:00:00+00:00,2022-01-01T08:00:00+00:00,144,144,0,0,True,,,[],
2022-01-05T16:00:00Z,2022,2022-01-05T20:00:00+00:00,2022-01-06T08:00:00+00:00,144,144,0,0,True,,,[],
2022-01-24T16:00:00Z,2022,2022-01-24T20:00:00+00:00,2022-01-25T08:00:00+00:00,144,144,0,0,True,,,[],
2022-01-30T16:00:00Z,2022,2022-01-30T20:00:00+00:00,2022-01-31T08:00:00+00:00,144,144,0,0,True,,,[],
2022-02-10T16:00:00Z,2022,2022-02-10T20:00:00+00:00,2022-02-11T08:00:00+00:00,144,144,0,0,True,,,[],
2022-02-16T16:00:00Z,2022,2022-02-16T20:00:00+00:00,2022-02-17T08:00:00+00:00,144,144,0,0,True,,,[],
2022-02-23T16:00:00Z,2022,2022-02-23T20:00:00+00:00,2022-02-24T08:00:00+00:00,144,144,0,0,True,,,[],
2022-02-27T16:00:00Z,2022,2022-02-27T20:00:00+00:00,2022-02-28T08:00:00+00:00,144,144,0,0,True,,,[],
2022-03-07T16:00:00Z,2022,2022-03-07T20:00:00+00:00,2022-03-08T08:00:00+00:00,144,144,0,0,True,,,[],
2022-03-31T16:00:00Z,2022,2022-03-31T20:00:00+00:00,2022-04-01T08:00:00+00:00,144,144,0,0,True,,,[],
2022-04-12T16:00:00Z,2022,2022-04-12T20:00:00+00:00,2022-04-13T08:00:00+00:00,144,144,0,0,True,,,[],
2022-04-25T16:00:00Z,2022,2022-04-25T20:00:00+00:00,2022-04-26T08:00:00+00:00,144,144,0,0,True,,,[],
2022-04-29T16:00:00Z,2022,2022-04-29T20:00:00+00:00,2022-04-30T08:00:00+00:00,144,144,0,0,True,,,[],
2022-05-01T16:00:00Z,2022,2022-05-01T20:00:00+00:00,2022-05-02T08:00:00+00:00,144,144,0,0,True,,,[],
2022-05-04T16:00:00Z,2022,2022-05-04T20:00:00+00:00,2022-05-05T08:00:00+00:00,144,144,0,0,True,,,[],
2022-05-11T16:00:00Z,2022,2022-05-11T20:00:00+00:00,2022-05-12T08:00:00+00:00,144,144,0,0,True,,,[],
2022-05-23T16:00:00Z,2022,2022-05-23T20:00:00+00:00,2022-05-24T08:00:00+00:00,144,144,0,0,True,,,[],
2022-06-09T16:00:00Z,2022,2022-06-09T20:00:00+00:00,2022-06-10T08:00:00+00:00,144,144,0,0,True,,,[],
2022-06-10T16:00:00Z,2022,2022-06-10T20:00:00+00:00,2022-06-11T08:00:00+00:00,144,144,0,0,True,,,[],
2022-06-18T16:00:00Z,2022,2022-06-18T20:00:00+00:00,2022-06-19T08:00:00+00:00,144,144,0,0,True,,,[],
2022-06-21T16:00:00Z,2022,2022-06-21T20:00:00+00:00,2022-06-22T08:00:00+00:00,144,144,0,0,True,,,[],
2022-06-23T16:00:00Z,2022,2022-06-23T20:00:00+00:00,2022-06-24T08:00:00+00:00,144,144,0,0,True,,,[],
2022-06-28T16:00:00Z,2022,2022-06-28T20:00:00+00:00,2022-06-29T08:00:00+00:00,144,144,0,0,True,,,[],
2022-07-12T16:00:00Z,2022,2022-07-12T20:00:00+00:00,2022-07-13T08:00:00+00:00,144,144,0,0,True,,,[],
2022-08-28T16:00:00Z,2022,2022-08-28T20:00:00+00:00,2022-08-29T08:00:00+00:00,144,144,0,0,True,,,[],
2022-09-08T16:00:00Z,2022,2022-09-08T20:00:00+00:00,2022-09-09T08:00:00+00:00,144,144,0,0,True,,,[],
2022-11-04T16:00:00Z,2022,2022-11-04T20:00:00+00:00,2022-11-05T08:00:00+00:00,144,144,0,0,True,,,[],
2022-12-14T16:00:00Z,2022,2022-12-14T20:00:00+00:00,2022-12-15T08:00:00+00:00,144,144,0,0,True,,,[],
2023-03-22T16:00:00Z,2023,2023-03-22T20:00:00+00:00,2023-03-23T08:00:00+00:00,144,144,0,0,True,,,[],
2023-03-25T16:00:00Z,2023,2023-03-25T20:00:00+00:00,2023-03-26T08:00:00+00:00,144,144,0,0,True,,,[],
2023-03-28T16:00:00Z,2023,2023-03-28T20:00:00+00:00,2023-03-29T08:00:00+00:00,144,144,0,0,True,,,[],
2023-04-20T16:00:00Z,2023,2023-04-20T20:00:00+00:00,2023-04-21T08:00:00+00:00,144,144,0,0,True,,,[],
2023-05-01T16:00:00Z,2023,2023-05-01T20:00:00+00:00,2023-05-02T08:00:00+00:00,144,144,0,0,True,,,[],
2023-05-08T16:00:00Z,2023,2023-05-08T20:00:00+00:00,2023-05-09T08:00:00+00:00,144,144,0,0,True,,,[],
2023-06-02T16:00:00Z,2023,2023-06-02T20:00:00+00:00,2023-06-03T08:00:00+00:00,144,144,0,0,True,,,[],
2023-07-04T16:00:00Z,2023,2023-07-04T20:00:00+00:00,2023-07-05T08:00:00+00:00,144,144,0,0,True,,,[],
2023-07-13T16:00:00Z,2023,2023-07-13T20:00:00+00:00,2023-07-14T08:00:00+00:00,144,144,0,0,True,,,[],
2023-08-01T16:00:00Z,2023,2023-08-01T20:00:00+00:00,2023-08-02T08:00:00+00:00,144,144,0,0,True,,,[],
2023-08-06T16:00:00Z,2023,2023-08-06T20:00:00+00:00,2023-08-07T08:00:00+00:00,144,144,0,0,True,,,[],
2023-08-07T16:00:00Z,2023,2023-08-07T20:00:00+00:00,2023-08-08T08:00:00+00:00,144,144,0,0,True,,,[],
2023-08-08T16:00:00Z,2023,2023-08-08T20:00:00+00:00,2023-08-09T08:00:00+00:00,144,144,0,0,True,,,[],
2023-08-09T16:00:00Z,2023,2023-08-09T20:00:00+00:00,2023-08-10T08:00:00+00:00,144,144,0,0,True,,,[],
2023-08-12T16:00:00Z,2023,2023-08-12T20:00:00+00:00,2023-08-13T08:00:00+00:00,144,144,0,0,True,,,[],
2023-08-22T16:00:00Z,2023,2023-08-22T20:00:00+00:00,2023-08-23T08:00:00+00:00,144,144,0,0,True,,,[],
2023-09-05T16:00:00Z,2023,2023-09-05T20:00:00+00:00,2023-09-06T08:00:00+00:00,144,144,0,0,True,,,[],
2023-09-22T16:00:00Z,2023,2023-09-22T20:00:00+00:00,2023-09-23T08:00:00+00:00,144,144,0,0,True,,,[],
2023-11-07T16:00:00Z,2023,2023-11-07T20:00:00+00:00,2023-11-08T08:00:00+00:00,144,144,0,0,True,,,[],
2023-12-05T16:00:00Z,2023,2023-12-05T20:00:00+00:00,2023-12-06T08:00:00+00:00,144,144,0,0,True,,,[],
2024-01-07T16:00:00Z,2024,2024-01-07T20:00:00+00:00,2024-01-08T08:00:00+00:00,144,144,0,0,True,,,[],
2024-01-08T16:00:00Z,2024,2024-01-08T20:00:00+00:00,2024-01-09T08:00:00+00:00,144,144,0,0,True,,,[],
2024-01-10T16:00:00Z,2024,2024-01-10T20:00:00+00:00,2024-01-11T08:00:00+00:00,144,144,0,0,True,,,[],
2024-01-18T16:00:00Z,2024,2024-01-18T20:00:00+00:00,2024-01-19T08:00:00+00:00,144,144,0,0,True,,,[],
2024-01-26T16:00:00Z,2024,2024-01-26T20:00:00+00:00,2024-01-27T08:00:00+00:00,144,144,0,0,True,,,[],
2024-01-28T16:00:00Z,2024,2024-01-28T20:00:00+00:00,2024-01-29T08:00:00+00:00,144,144,0,0,True,,,[],
2024-02-07T16:00:00Z,2024,2024-02-07T20:00:00+00:00,2024-02-08T08:00:00+00:00,144,144,0,0,True,,,[],
2024-02-17T16:00:00Z,2024,2024-02-17T20:00:00+00:00,2024-02-18T08:00:00+00:00,144,144,0,0,True,,,[],
2024-02-25T16:00:00Z,2024,2024-02-25T20:00:00+00:00,2024-02-26T08:00:00+00:00,144,144,0,0,True,,,[],
2024-02-26T16:00:00Z,2024,2024-02-26T20:00:00+00:00,2024-02-27T08:00:00+00:00,144,144,0,0,True,,,[],
2024-02-27T16:00:00Z,2024,2024-02-27T20:00:00+00:00,2024-02-28T08:00:00+00:00,144,144,0,0,True,,,[],
2024-03-02T16:00:00Z,2024,2024-03-02T20:00:00+00:00,2024-03-03T08:00:00+00:00,144,144,0,0,True,,,[],
2024-03-04T16:00:00Z,2024,2024-03-04T20:00:00+00:00,2024-03-05T08:00:00+00:00,144,144,0,0,True,,,[],
2024-03-13T16:00:00Z,2024,2024-03-13T20:00:00+00:00,2024-03-14T08:00:00+00:00,144,144,0,0,True,,,[],
2024-03-20T16:00:00Z,2024,2024-03-20T20:00:00+00:00,2024-03-21T08:00:00+00:00,144,144,0,0,True,,,[],
2024-03-25T16:00:00Z,2024,2024-03-25T20:00:00+00:00,2024-03-26T08:00:00+00:00,144,144,0,0,True,,,[],
2024-03-26T16:00:00Z,2024,2024-03-26T20:00:00+00:00,2024-03-27T08:00:00+00:00,144,144,0,0,True,,,[],
2024-04-01T16:00:00Z,2024,2024-04-01T20:00:00+00:00,2024-04-02T08:00:00+00:00,144,144,0,0,True,,,[],
2024-04-30T16:00:00Z,2024,2024-04-30T20:00:00+00:00,2024-05-01T08:00:00+00:00,144,144,0,0,True,,,[],
2024-05-05T16:00:00Z,2024,2024-05-05T20:00:00+00:00,2024-05-06T08:00:00+00:00,144,144,0,0,True,,,[],
2024-05-19T16:00:00Z,2024,2024-05-19T20:00:00+00:00,2024-05-20T08:00:00+00:00,144,144,0,0,True,,,[],
2024-05-24T16:00:00Z,2024,2024-05-24T20:00:00+00:00,2024-05-25T08:00:00+00:00,144,144,0,0,True,,,[],
2024-05-27T16:00:00Z,2024,2024-05-27T20:00:00+00:00,2024-05-28T08:00:00+00:00,144,144,0,0,True,,,[],
2024-06-06T16:00:00Z,2024,2024-06-06T20:00:00+00:00,2024-06-07T08:00:00+00:00,144,144,0,0,True,,,[],
2024-06-10T16:00:00Z,2024,2024-06-10T20:00:00+00:00,2024-06-11T08:00:00+00:00,144,144,0,0,True,,,[],
2024-06-12T16:00:00Z,2024,2024-06-12T20:00:00+00:00,2024-06-13T08:00:00+00:00,144,144,0,0,True,,,[],
2024-06-21T16:00:00Z,2024,2024-06-21T20:00:00+00:00,2024-06-22T08:00:00+00:00,144,144,0,0,True,,,[],
2024-07-03T16:00:00Z,2024,2024-07-03T20:00:00+00:00,2024-07-04T08:00:00+00:00,144,144,0,0,True,,,[],
2024-07-23T16:00:00Z,2024,2024-07-23T20:00:00+00:00,2024-07-24T08:00:00+00:00,144,144,0,0,True,,,[],
2024-07-24T16:00:00Z,2024,2024-07-24T20:00:00+00:00,2024-07-25T08:00:00+00:00,144,144,0,0,True,,,[],
2024-07-31T16:00:00Z,2024,2024-07-31T20:00:00+00:00,2024-08-01T08:00:00+00:00,144,144,0,0,True,,,[],
2024-08-07T16:00:00Z,2024,2024-08-07T20:00:00+00:00,2024-08-08T08:00:00+00:00,144,144,0,0,True,,,[],
2024-08-11T16:00:00Z,2024,2024-08-11T20:00:00+00:00,2024-08-12T08:00:00+00:00,144,144,0,0,True,,,[],
2024-08-15T16:00:00Z,2024,2024-08-15T20:00:00+00:00,2024-08-16T08:00:00+00:00,144,144,0,0,True,,,[],
2024-08-16T16:00:00Z,2024,2024-08-16T20:00:00+00:00,2024-08-17T08:00:00+00:00,144,144,0,0,True,,,[],
2024-08-21T16:00:00Z,2024,2024-08-21T20:00:00+00:00,2024-08-22T08:00:00+00:00,144,144,0,0,True,,,[],
2024-08-23T16:00:00Z,2024,2024-08-23T20:00:00+00:00,2024-08-24T08:00:00+00:00,144,144,0,0,True,,,[],
2024-08-29T16:00:00Z,2024,2024-08-29T20:00:00+00:00,2024-08-30T08:00:00+00:00,144,144,0,0,True,,,[],
2024-09-10T16:00:00Z,2024,2024-09-10T20:00:00+00:00,2024-09-11T08:00:00+00:00,144,144,0,0,True,,,[],
2024-09-22T16:00:00Z,2024,2024-09-22T20:00:00+00:00,2024-09-23T08:00:00+00:00,144,144,0,0,True,,,[],
2024-09-26T16:00:00Z,2024,2024-09-26T20:00:00+00:00,2024-09-27T08:00:00+00:00,144,144,0,0,True,,,[],
2024-10-02T16:00:00Z,2024,2024-10-02T20:00:00+00:00,2024-10-03T08:00:00+00:00,144,144,0,0,True,,,[],
2024-10-05T16:00:00Z,2024,2024-10-05T20:00:00+00:00,2024-10-06T08:00:00+00:00,144,144,0,0,True,,,[],
2024-10-09T16:00:00Z,2024,2024-10-09T20:00:00+00:00,2024-10-10T08:00:00+00:00,144,144,0,0,True,,,[],
2024-10-23T16:00:00Z,2024,2024-10-23T20:00:00+00:00,2024-10-24T08:00:00+00:00,144,144,0,0,True,,,[],
2024-10-24T16:00:00Z,2024,2024-10-24T20:00:00+00:00,2024-10-25T08:00:00+00:00,144,144,0,0,True,,,[],
2024-10-26T16:00:00Z,2024,2024-10-26T20:00:00+00:00,2024-10-27T08:00:00+00:00,144,144,0,0,True,,,[],
2024-11-03T16:00:00Z,2024,2024-11-03T20:00:00+00:00,2024-11-04T08:00:00+00:00,144,144,0,0,True,,,[],
2024-11-26T16:00:00Z,2024,2024-11-26T20:00:00+00:00,2024-11-27T08:00:00+00:00,144,144,0,0,True,,,[],
2024-12-11T16:00:00Z,2024,2024-12-11T20:00:00+00:00,2024-12-12T08:00:00+00:00,144,144,0,0,True,,,[],
2024-12-13T16:00:00Z,2024,2024-12-13T20:00:00+00:00,2024-12-14T08:00:00+00:00,144,144,0,0,True,,,[],
2024-12-19T16:00:00Z,2024,2024-12-19T20:00:00+00:00,2024-12-20T08:00:00+00:00,144,144,0,0,True,,,[],
2024-12-29T16:00:00Z,2024,2024-12-29T20:00:00+00:00,2024-12-30T08:00:00+00:00,144,144,0,0,True,,,[],
2025-01-07T16:00:00Z,2025,2025-01-07T20:00:00+00:00,2025-01-08T08:00:00+00:00,144,144,0,0,True,,,[],
2025-01-09T16:00:00Z,2025,2025-01-09T20:00:00+00:00,2025-01-10T08:00:00+00:00,144,144,0,0,True,,,[],
2025-01-12T16:00:00Z,2025,2025-01-12T20:00:00+00:00,2025-01-13T08:00:00+00:00,144,144,0,0,True,,,[],
2025-01-19T16:00:00Z,2025,2025-01-19T20:00:00+00:00,2025-01-20T08:00:00+00:00,144,144,0,0,True,,,[],
2025-01-21T16:00:00Z,2025,2025-01-21T20:00:00+00:00,2025-01-22T08:00:00+00:00,144,144,0,0,True,,,[],
2025-01-29T16:00:00Z,2025,2025-01-29T20:00:00+00:00,2025-01-30T08:00:00+00:00,144,144,0,0,True,,,[],
2025-01-31T16:00:00Z,2025,2025-01-31T20:00:00+00:00,2025-02-01T08:00:00+00:00,144,144,0,0,True,,,[],
2025-02-03T16:00:00Z,2025,2025-02-03T20:00:00+00:00,2025-02-04T08:00:00+00:00,144,144,0,0,True,,,[],
2025-02-06T16:00:00Z,2025,2025-02-06T20:00:00+00:00,2025-02-07T08:00:00+00:00,144,144,0,0,True,,,[],
2025-02-08T16:00:00Z,2025,2025-02-08T20:00:00+00:00,2025-02-09T08:00:00+00:00,144,144,0,0,True,,,[],
2025-02-11T16:00:00Z,2025,2025-02-11T20:00:00+00:00,2025-02-12T08:00:00+00:00,144,144,0,0,True,,,[],
2025-02-21T16:00:00Z,2025,2025-02-21T20:00:00+00:00,2025-02-22T08:00:00+00:00,144,144,0,0,True,,,[],
2025-03-02T16:00:00Z,2025,2025-03-02T20:00:00+00:00,2025-03-03T08:00:00+00:00,144,144,0,0,True,,,[],
2025-03-03T16:00:00Z,2025,2025-03-03T20:00:00+00:00,2025-03-04T08:00:00+00:00,144,144,0,0,True,,,[],
2025-03-04T16:00:00Z,2025,2025-03-04T20:00:00+00:00,2025-03-05T08:00:00+00:00,144,144,0,0,True,,,[],
2025-03-06T16:00:00Z,2025,2025-03-06T20:00:00+00:00,2025-03-07T08:00:00+00:00,144,144,0,0,True,,,[],
2025-04-06T16:00:00Z,2025,2025-04-06T20:00:00+00:00,2025-04-07T08:00:00+00:00,144,144,0,0,True,,,[],
2025-04-09T16:00:00Z,2025,2025-04-09T20:00:00+00:00,2025-04-10T08:00:00+00:00,144,144,0,0,True,,,[],
2025-04-11T16:00:00Z,2025,2025-04-11T20:00:00+00:00,2025-04-12T08:00:00+00:00,144,144,0,0,True,,,[],
2025-04-15T16:00:00Z,2025,2025-04-15T20:00:00+00:00,2025-04-16T08:00:00+00:00,144,144,0,0,True,,,[],
2025-04-27T16:00:00Z,2025,2025-04-27T20:00:00+00:00,2025-04-28T08:00:00+00:00,144,144,0,0,True,,,[],
2025-06-04T16:00:00Z,2025,2025-06-04T20:00:00+00:00,2025-06-05T08:00:00+00:00,144,144,0,0,True,,,[],
2025-06-05T16:00:00Z,2025,2025-06-05T20:00:00+00:00,2025-06-06T08:00:00+00:00,144,144,0,0,True,,,[],
2025-06-16T16:00:00Z,2025,2025-06-16T20:00:00+00:00,2025-06-17T08:00:00+00:00,144,144,0,0,True,,,[],
2025-06-21T16:00:00Z,2025,2025-06-21T20:00:00+00:00,2025-06-22T08:00:00+00:00,144,144,0,0,True,,,[],
2025-06-28T16:00:00Z,2025,2025-06-28T20:00:00+00:00,2025-06-29T08:00:00+00:00,144,144,0,0,True,,,[],
2025-07-01T16:00:00Z,2025,2025-07-01T20:00:00+00:00,2025-07-02T08:00:00+00:00,144,144,0,0,True,,,[],
2025-07-02T16:00:00Z,2025,2025-07-02T20:00:00+00:00,2025-07-03T08:00:00+00:00,144,144,0,0,True,,,[],
2025-07-11T16:00:00Z,2025,2025-07-11T20:00:00+00:00,2025-07-12T08:00:00+00:00,144,144,0,0,True,,,[],
2025-08-02T16:00:00Z,2025,2025-08-02T20:00:00+00:00,2025-08-03T08:00:00+00:00,144,144,0,0,True,,,[],
2025-08-13T16:00:00Z,2025,2025-08-13T20:00:00+00:00,2025-08-14T08:00:00+00:00,144,144,0,0,True,,,[],
2025-08-20T16:00:00Z,2025,2025-08-20T20:00:00+00:00,2025-08-21T08:00:00+00:00,144,144,0,0,True,,,[],
2025-08-25T16:00:00Z,2025,2025-08-25T20:00:00+00:00,2025-08-26T08:00:00+00:00,144,144,0,0,True,,,[],
2025-08-26T16:00:00Z,2025,2025-08-26T20:00:00+00:00,2025-08-27T08:00:00+00:00,144,144,0,0,True,,,[],
2025-08-28T16:00:00Z,2025,2025-08-28T20:00:00+00:00,2025-08-29T08:00:00+00:00,144,144,0,0,True,,,[],
2025-09-12T16:00:00Z,2025,2025-09-12T20:00:00+00:00,2025-09-13T08:00:00+00:00,144,144,0,0,True,,,[],
2025-09-14T16:00:00Z,2025,2025-09-14T20:00:00+00:00,2025-09-15T08:00:00+00:00,144,144,0,0,True,,,[],
2025-09-16T16:00:00Z,2025,2025-09-16T20:00:00+00:00,2025-09-17T08:00:00+00:00,144,144,0,0,True,,,[],
2025-09-23T16:00:00Z,2025,2025-09-23T20:00:00+00:00,2025-09-24T08:00:00+00:00,144,144,0,0,True,,,[],
2025-09-25T16:00:00Z,2025,2025-09-25T20:00:00+00:00,2025-09-26T08:00:00+00:00,144,144,0,0,True,,,[],
2025-10-10T16:00:00Z,2025,2025-10-10T20:00:00+00:00,2025-10-11T08:00:00+00:00,144,144,0,0,True,,,[],
2025-10-13T16:00:00Z,2025,2025-10-13T20:00:00+00:00,2025-10-14T08:00:00+00:00,144,144,0,0,True,,,[],
2025-10-28T16:00:00Z,2025,2025-10-28T20:00:00+00:00,2025-10-29T08:00:00+00:00,144,144,0,0,True,,,[],
2025-11-04T16:00:00Z,2025,2025-11-04T20:00:00+00:00,2025-11-05T08:00:00+00:00,144,144,0,0,True,,,[],
2025-11-07T16:00:00Z,2025,2025-11-07T20:00:00+00:00,2025-11-08T08:00:00+00:00,144,144,0,0,True,,,[],
2025-11-13T16:00:00Z,2025,2025-11-13T20:00:00+00:00,2025-11-14T08:00:00+00:00,144,144,0,0,True,,,[],
2025-11-16T16:00:00Z,2025,2025-11-16T20:00:00+00:00,2025-11-17T08:00:00+00:00,144,144,0,0,True,,,[],
2025-11-19T16:00:00Z,2025,2025-11-19T20:00:00+00:00,2025-11-20T08:00:00+00:00,144,144,0,0,True,,,[],
2025-11-24T16:00:00Z,2025,2025-11-24T20:00:00+00:00,2025-11-25T08:00:00+00:00,144,144,0,0,True,,,[],
2025-12-22T16:00:00Z,2025,2025-12-22T20:00:00+00:00,2025-12-23T08:00:00+00:00,144,144,0,0,True,,,[],
2025-12-28T16:00:00Z,2025,2025-12-28T20:00:00+00:00,2025-12-29T08:00:00+00:00,144,144,0,0,True,,,[],
2026-01-09T16:00:00Z,2026,2026-01-09T20:00:00+00:00,2026-01-10T08:00:00+00:00,144,144,0,0,True,,,[],
2026-01-13T16:00:00Z,2026,2026-01-13T20:00:00+00:00,2026-01-14T08:00:00+00:00,144,144,0,0,True,,,[],
2026-01-15T16:00:00Z,2026,2026-01-15T20:00:00+00:00,2026-01-16T08:00:00+00:00,144,144,0,0,True,,,[],
2026-01-22T16:00:00Z,2026,2026-01-22T20:00:00+00:00,2026-01-23T08:00:00+00:00,144,144,0,0,True,,,[],
2026-01-25T16:00:00Z,2026,2026-01-25T20:00:00+00:00,2026-01-26T08:00:00+00:00,144,144,0,0,True,,,[],
2026-02-11T16:00:00Z,2026,2026-02-11T20:00:00+00:00,2026-02-12T08:00:00+00:00,144,144,0,0,True,,,[],
2026-02-28T16:00:00Z,2026,2026-02-28T20:00:00+00:00,2026-03-01T08:00:00+00:00,144,144,0,0,True,,,[],
2026-03-07T16:00:00Z,2026,2026-03-07T20:00:00+00:00,2026-03-08T08:00:00+00:00,144,144,0,0,True,,,[],
2026-03-10T16:00:00Z,2026,2026-03-10T20:00:00+00:00,2026-03-11T08:00:00+00:00,144,144,0,0,True,,,[],
2026-03-22T16:00:00Z,2026,2026-03-22T20:00:00+00:00,2026-03-23T08:00:00+00:00,144,144,0,0,True,,,[],
2026-04-01T16:00:00Z,2026,2026-04-01T20:00:00+00:00,2026-04-02T08:00:00+00:00,144,144,0,0,True,,,[],
2026-04-10T16:00:00Z,2026,2026-04-10T20:00:00+00:00,2026-04-11T08:00:00+00:00,144,144,0,0,True,,,[],
2026-05-09T16:00:00Z,2026,2026-05-09T20:00:00+00:00,2026-05-10T08:00:00+00:00,144,144,0,0,True,,,[],
2026-05-20T16:00:00Z,2026,2026-05-20T20:00:00+00:00,2026-05-21T08:00:00+00:00,144,144,0,0,True,,,[],
2026-05-22T16:00:00Z,2026,2026-05-22T20:00:00+00:00,2026-05-23T08:00:00+00:00,144,144,0,0,True,,,[],
2026-06-07T16:00:00Z,2026,2026-06-07T20:00:00+00:00,2026-06-08T08:00:00+00:00,144,144,0,0,True,,,[],
2026-06-17T16:00:00Z,2026,2026-06-17T20:00:00+00:00,2026-06-18T08:00:00+00:00,144,144,0,0,True,,,[],
2026-06-29T16:00:00Z,2026,2026-06-29T20:00:00+00:00,2026-06-30T08:00:00+00:00,144,144,0,0,True,,,[],
2026-07-08T16:00:00Z,2026,2026-07-08T20:00:00+00:00,2026-07-09T08:00:00+00:00,144,144,0,0,True,,,[],
