event_id,event_time,year,cluster_month,event_sign,P2_score,event_scale,price_20utc,max_counter_h1,max_aligned_h1,max_counter_h3,max_aligned_h3,max_counter_h6,max_aligned_h6,max_counter_h12,max_aligned_h12,T1_max_counter_60m,time_max_counter_min,fp_0.10_event,fp_0.10_time_min,fp_0.25_event,fp_0.25_time_min,fp_0.50_event,fp_0.50_time_min,fp_1.00_event,fp_1.00_time_min,sign_change_count,auc_counter_fraction_hours
2021-07-12T16:00:00Z,2021-07-12 16:00:00+00:00,2021,2021-07,-1,1.63273549579743,0.0177796274643225,32822.849999999999,0.28503095638379777,0.28260770058025708,0.47025338773568859,0.28260770058025708,0.78638461120225656,0.28260770058025708,0.86800908313782665,0.28260770058025708,0.28503095638379777,680,1,20,1,45,1,200,0,720,5,4.2338735743266316
2021-07-13T16:00:00Z,2021-07-13 16:00:00+00:00,2021,2021-07,-1,0.95565686899564917,0.017184277434249402,32309.689999999999,0.44739609194022245,0.19383179565108907,0.60275495296406012,0.19383179565108907,0.88960500843049806,0.19383179565108907,0.88960500843049806,1.1993383841869814,0.44739609194022245,250,1,10,1,10,1,65,0,720,3,2.6261126195297013
2021-08-07T16:00:00Z,2021-08-07 16:00:00+00:00,2021,2021-08,1,-1.569020717954678,0.015761150079931702,43931.410000000003,0.44650643934814715,0.30963755008227462,0.66990726790525834,0.59894660441558545,0.66990726790525834,1.2082067300096671,0.66990726790525834,1.9604029231722269,0.44650643934814715,120,1,5,1,10,1,120,0,720,15,0.16903766693485486
2021-08-19T16:00:00Z,2021-08-19 16:00:00+00:00,2021,2021-08,1,0.25344721711893292,0.021126050847493801,46710,0.28064446862301978,0.16903342696875659,0.3763204971469058,0.16903342696875659,0.3763204971469058,0.68412982482217566,0.3763204971469058,0.68412982482217566,0.28064446862301978,140,1,5,1,15,0,720,0,720,5,0.59066683545924925
2021-08-30T16:00:00Z,2021-08-30 16:00:00+00:00,2021,2021-08,1,-3.847058644210926,0.0124248749992744,48619.989999999998,0.15739668659202927,0.12716375534211169,1.8094195860866675,0.12716375534211169,3.2427367308549333,0.12716375534211169,3.2427367308549333,0.12716375534211169,0.15739668659202927,285,1,10,1,70,1,70,1,145,6,24.756195775777499
2021-09-09T16:00:00Z,2021-09-09 16:00:00+00:00,2021,2021-09,-1,1.4205129966075052,0.011572254524261701,46567.199999999997,0.14714101786508238,0.962854081404243,0.14714101786508238,0.962854081404243,0.86007893530373491,0.962854081404243,0.86007893530373491,1.247061542440151,0.14714101786508238,345,1,10,1,325,1,340,0,720,15,1.4000113002677632
2021-09-23T16:00:00Z,2021-09-23 16:00:00+00:00,2021,2021-09,1,-0.199140906180513,0.026818950657168002,44767.559999999998,0.25023414428106672,0.044475509561095611,0.34269402633784996,0.17486557958079582,0.34269402633784996,0.17530495058170417,0.73848782886939446,0.35845238597122842,0.25023414428106672,570,1,5,1,25,1,495,0,720,11,2.4986232680140592
2021-10-05T16:00:00Z,2021-10-05 16:00:00+00:00,2021,2021-10,1,0.37842187295548441,0.031518822940867802,51190.110000000001,0.053123189449859054,0.35969325088761495,0.053123189449859054,0.42858316299839377,0.16926889598020012,0.42858316299839377,0.16926889598020012,0.42858316299839377,0.053123189449859054,315,1,315,0,720,0,720,0,720,4,0.036748767285600142
2021-10-19T16:00:00Z,2021-10-19 16:00:00+00:00,2021,2021-10,1,-1.6871746491041739,0.030043068533178102,64170.580000000002,0.19225685943516266,0.089315037853843163,0.30251986156908472,0.089315037853843163,0.30251986156908472,0.16320888660145305,0.3594140390767655,0.16320888660145305,0.19225685943516266,595,1,5,1,80,0,720,0,720,10,1.2467401003104095
2021-10-24T16:00:00Z,2021-10-24 16:00:00+00:00,2021,2021-10,1,-1.399541479987827,0.0146787485209556,60643.089999999997,0.085925918231191334,0.58757436330304935,0.085925918231191334,0.84504061331446367,0.085925918231191334,1.638383773855306,0.085925918231191334,2.4893448616528566,0.085925918231191334,10,0,720,0,720,0,720,0,720,3,0.0075701136264348648
2021-10-30T16:00:00Z,2021-10-30 16:00:00+00:00,2021,2021-10,1,-1.0603682955518487,0.0067518216807101001,61730.839999999997,0.44643018230529696,0.54879583088392336,1.3396193787335366,0.54879583088392336,1.3396193787335366,1.6094269399312076,1.6043563013878714,1.6094269399312076,0.44643018230529696,640,1,5,1,60,1,85,1,155,8,4.8593097801493359
2021-11-06T16:00:00Z,2021-11-06 16:00:00+00:00,2021,2021-11,1,-2.7742667360143369,0.0088233256922695003,61175.410000000003,0.14163007620423054,0.44691904125555554,0.14163007620423054,0.58064628881678548,0.14163007620423054,2.1155757973660063,0.14163007620423054,2.1155757973660063,0.14163007620423054,10,1,10,0,720,0,720,0,720,8,0.021938282915103864
2021-11-20T16:00:00Z,2021-11-20 16:00:00+00:00,2021,2021-11,1,-0.13301645980836591,0.034754311615392802,59430.040000000001,0.059103480607964949,0.052309049187091984,0.059103480607964949,0.14470799780502483,0.093249289196354043,0.20020721351780241,0.4538449322727986,0.20020721351780241,0.059103480607964949,475,1,375,1,400,0,720,0,720,9,1.5475650127099616
2021-11-22T16:00:00Z,2021-11-22 16:00:00+00:00,2021,2021-11,-1,-1.5618165961934054,0.042021962442726303,55993.040000000001,0.15319036462724969,0.1334155033390238,0.30359662414631999,0.16335163086772322,0.41963419746384656,0.16335163086772322,0.5318588736012152,0.16335163086772322,0.15319036462724969,430,1,5,1,165,1,430,0,720,6,2.5651261703076726
2021-12-03T16:00:00Z,2021-12-03 16:00:00+00:00,2021,2021-12,-1,-3.3923178138627801,0.040567212298579701,53838.660000000003,0.18807378003185704,1.0087194725761557,0.18807378003185704,1.0087194725761557,0.18807378003185704,1.0087194725761557,0.18807378003185704,6.1210771281355028,0.18807378003185704,10,1,10,0,720,0,720,0,720,5,0.010045705486972778
2021-12-09T16:00:00Z,2021-12-09 16:00:00+00:00,2021,2021-12,-1,2.0539677043441702,0.020093400291093001,47615.889999999999,0.11327395443367833,0.31022573878080412,0.88285340401644941,0.31022573878080412,1.210536575962718,0.31022573878080412,1.210536575962718,0.31022573878080412,0.11327395443367833,275,1,25,1,80,1,105,1,275,7,6.2635737463489551
2021-12-16T16:00:00Z,2021-12-16 16:00:00+00:00,2021,2021-12,-1,2.1381974731275606,0.0191131574847117,47866.010000000002,0.56697557077688565,0.036815969528168173,0.56697557077688565,0.38949012046888859,0.56697557077688565,0.52243275944262657,0.56697557077688565,1.2348048294960168,0.56697557077688565,35,1,10,1,25,1,30,0,720,13,0.52646924281006746
2021-12-19T16:00:00Z,2021-12-19 16:00:00+00:00,2021,2021-12,-1,1.106980735097058,0.0140654931637495,46673.940000000002,0.34695521425559755,0.29159844362799636,1.3220873122128729,0.29159844362799636,1.3220873122128729,0.69484759471805035,1.3220873122128729,0.87504611385715214,0.34695521425559755,180,1,15,1,20,1,130,1,180,18,2.1811439577067642
2021-12-23T16:00:00Z,2021-12-23 16:00:00+00:00,2021,2021-12,1,-3.0872597464264309,0.0510253318294136,51110,0.15063660113522637,0.038039603585570264,0.18773210172620852,0.038039603585570264,0.23492320941306902,0.10135161988754313,0.23492320941306902,0.15947031074960991,0.15063660113522637,220,1,20,0,720,0,720,0,720,4,0.87715150885030113
2021-12-28T16:00:00Z,2021-12-28 16:00:00+00:00,2021,2021-12,-1,1.9435975877213725,0.0337582545344845,47689.459999999999,0.28025056196924314,0.075952322394159819,0.28025056196924314,0.2303842457066817,0.28025056196924314,0.2303842457066817,0.28025056196924314,0.2303842457066817,0.28025056196924314,45,1,25,1,45,0,720,0,720,10,0.94507612268672325
2021-12-29T16:00:00Z,2021-12-29 16:00:00+00:00,2021,2021-12,-1,-0.81771708901159124,0.0196901342075913,47148.620000000003,0.60027579960549948,0.074756403059057563,0.60027579960549948,0.10215330396833221,0.60027579960549948,1.3631000687446635,0.60027579960549948,1.3631000687446635,0.60027579960549948,40,1,10,1,30,1,35,0,720,5,0.52346019803745558
2021-12-31T16:00:00Z,2021-12-31 16:00:00+00:00,2021,2021-12,-1,-0.1895865216061452,0.0496750816370762,45728.279999999999,0.21142300198493519,0.0221467847334097,0.36716573601288677,0.0221467847334097,0.53077049701843793,0.0221467847334097,0.78875716435934706,0.0221467847334097,0.21142300198493519,575,1,5,1,100,1,320,0,720,0,4.8074907053977123
2022-01-05T16:00:00Z,2022-01-05 16:00:00+00:00,2022,2022-01,-1,0.42861756801290912,0.0465947115172008,44685.93,0.077693033377138523,0.46775540954500122,0.077693033377138523,1.076401364155539,0.077693033377138523,1.076401364155539,0.077693033377138523,1.076401364155539,0.077693033377138523,5,0,720,0,720,0,720,0,720,0,0
2022-01-24T16:00:00Z,2022-01-24 16:00:00+00:00,2022,2022-01,1,-0.16829118918777761,0.062339455146466501,36066.400000000001,0.051350589699726869,0.64664816389292445,0.051350589699726869,0.64664816389292445,0.051350589699726869,0.64664816389292445,0.1633473436670598,0.64664816389292445,0.051350589699726869,680,1,570,0,720,0,720,0,720,14,0.16003942467760623
2022-01-30T16:00:00Z,2022-01-30 16:00:00+00:00,2022,2022-01,-1,0.97519297195510002,0.0142551180129414,37512.370000000003,0.42439457084308246,0.30123871208344821,0.63882958770796094,0.30123871208344821,1.3293332571595293,1.4196151160450798,1.3293332571595293,1.6647998216390094,0.42439457084308246,195,1,5,1,15,1,125,1,190,2,1.9925778681471455
2022-02-10T16:00:00Z,2022-02-10 16:00:00+00:00,2022,2022-02,-1,0.0024115175071122001,0.0135749071008245,44373.949999999997,0.37619658504770143,0.98269936916431777,0.37619658504770143,1.2748879962410564,0.37619658504770143,3.0054225760408535,0.37619658504770143,3.0054225760408535,0.37619658504770143,15,1,10,1,10,0,720,0,720,2,0.047110364064120953
2022-02-16T16:00:00Z,2022-02-16 16:00:00+00:00,2022,2022-02,1,0.71048623515952236,0.0169661167881115,44219.989999999998,0.19283978724207751,0.20835077068057795,0.45804156853722344,0.20835077068057795,0.53250755905314529,0.20835077068057795,1.1711723023520686,0.20835077068057795,0.19283978724207751,490,1,35,1,100,1,240,1,485,3,4.9373941496900429
2022-02-23T16:00:00Z,2022-02-23 16:00:00+00:00,2022,2022-02,-1,-0.046053131219306001,0.025682651107642201,37615.809999999998,0.12685383035766698,0.24285949462231957,0.18644340607763543,0.55861445086266492,0.18644340607763543,1.0255361671654923,0.18644340607763543,3.5677677658440143,0.12685383035766698,80,1,30,0,720,0,720,0,720,6,0.072782715125423003
2022-02-27T16:00:00Z,2022-02-27 16:00:00+00:00,2022,2022-02,-1,-1.4240901790256413,0.048333679043567501,37604.400000000001,0.37888496599481508,0.13656635716608814,0.37888496599481508,0.33523523353476375,0.47811987806547007,0.33523523353476375,0.47811987806547007,0.33523523353476375,0.37888496599481508,335,1,5,1,50,0,720,0,720,16,1.4038504221593282
2022-03-07T16:00:00Z,2022-03-07 16:00:00+00:00,2022,2022-03,-1,-0.58489688688304631,0.049278132655956902,37308.940000000002,0.28250940926001616,0.083903840982265929,0.63216642569610637,0.083903840982265929,0.64710274957455827,0.083903840982265929,0.88502777500923913,0.083903840982265929,0.28250940926001616,410,1,25,1,30,1,80,0,720,1,6.0042179018739965
2022-03-31T16:00:00Z,2022-03-31 16:00:00+00:00,2022,2022-03,-1,0.43087004618999702,0.020746159620561901,45581.980000000003,0.21947501479443429,0.066613904847335398,0.28258326976226766,0.066613904847335398,0.28258326976226766,0.76098986439539429,0.28258326976226766,1.4840179801367601,0.21947501479443429,90,1,15,1,90,0,720,0,720,8,0.57048202287594396
2022-04-12T16:00:00Z,2022-04-12 16:00:00+00:00,2022,2022-04,-1,-0.96881783988343317,0.023106113374972401,39303.099999999999,0.3234512188435712,0.053405654880421517,0.68161141363321542,0.053405654880421517,1.0722521213502871,0.053405654880421517,1.0722521213502871,0.053405654880421517,0.3234512188435712,205,1,5,1,25,1,155,1,205,0,8.1111724449513076
2022-04-25T16:00:00Z,2022-04-25 16:00:00+00:00,2022,2022-04,1,-0.0799510532884984,0.0354832007204363,40225.980000000003,0.12613777445426988,0.068938796068458985,0.12613777445426988,0.27193212306525955,0.12613777445426988,0.38110947214457241,0.12613777445426988,0.38110947214457241,0.12613777445426988,40,1,40,0,720,0,720,0,720,4,0.10680625783521693
2022-04-29T16:00:00Z,2022-04-29 16:00:00+00:00,2022,2022-04,-1,-0.25266352327069891,0.021505402645713202,38331.550000000003,0.305242640697031,0.025057232613448346,0.38470330286952448,0.025057232613448346,0.55929436425518053,0.025057232613448346,0.55929436425518053,0.025057232613448346,0.305242640697031,270,1,10,1,25,1,265,0,720,0,4.2507483562467714
2022-05-01T16:00:00Z,2022-05-01 16:00:00+00:00,2022,2022-05,-1,-0.36128660209406183,0.019412991600621501,37807.870000000003,0.73336065768332293,0.16595640120600061,1.0340577486711049,0.16595640120600061,1.3485542730738409,0.16595640120600061,1.819706873187545,0.16595640120600061,0.73336065768332293,610,1,25,1,55,1,60,1,135,1,12.611295302118167
2022-05-04T16:00:00Z,2022-05-04 16:00:00+00:00,2022,2022-05,1,0.47622719884573173,0.0265992971909026,39859.230000000003,0.099402442598081495,0.078316637946542089,0.17132479227304032,0.078316637946542089,0.30548379436076334,0.078316637946542089,0.32425903228310893,0.078316637946542089,0.099402442598081495,680,1,110,1,260,0,720,0,720,6,1.8599882548152833
2022-05-11T16:00:00Z,2022-05-11 16:00:00+00:00,2022,2022-05,-1,0.85876663038029211,0.0594385006005917,29372.209999999999,0.15985991741934019,0.68519580532085067,0.15985991741934019,0.93462456046067621,0.491529281771102,0.93462456046067621,0.491529281771102,1.6047750676772756,0.15985991741934019,285,1,5,1,270,0,720,0,720,4,0.33371972233453173
2022-05-23T16:00:00Z,2022-05-23 16:00:00+00:00,2022,2022-05,-1,-3.3062587742382483,0.043579313893688201,29089.91,0.28966410194408287,0.03818692065993734,0.32047321414161778,0.042896594116611023,0.32047321414161778,0.1770294459260672,0.32047321414161778,0.1770294459260672,0.28966410194408287,95,1,5,1,50,0,720,0,720,2,1.7456893015896433
2022-06-09T16:00:00Z,2022-06-09 16:00:00+00:00,2022,2022-06,-1,0.27333712518865422,0.0108245756841811,30017.119999999999,0.55431226215024532,0.14356104156499602,0.71395860140951151,0.14356104156499602,0.71395860140951151,1.3584447294860262,1.1186372207091027,1.3584447294860262,0.55431226215024532,425,1,5,1,5,1,55,1,425,2,2.9951716818477827
2022-06-10T16:00:00Z,2022-06-10 16:00:00+00:00,2022,2022-06,-1,1.1175365394138179,0.020737725348354601,28980.029999999999,0.46591066952175159,0.016692298775010477,0.69379365452390684,0.016692298775010477,0.69379365452390684,0.016692298775010477,0.76002782565053295,0.016692298775010477,0.46591066952175159,550,1,5,1,5,1,115,0,720,0,5.2052744639727422
2022-06-18T16:00:00Z,2022-06-18 16:00:00+00:00,2022,2022-06,-1,-0.85354548810477482,0.049902620159375501,18067.610000000001,0.12141210016702421,0.50042885347968391,1.5218918991165611,0.50042885347968391,1.5218918991165611,0.50042885347968391,1.5218918991165611,0.50042885347968391,0.12141210016702421,155,1,20,1,85,1,90,1,150,5,6.2474354700207151
2022-06-21T16:00:00Z,2022-06-21 16:00:00+00:00,2022,2022-06,-1,-1.1402119421040178,0.024712701899447902,20888.630000000001,0.19084570021907474,0.43358893136582777,0.3209926174636491,0.43358893136582777,0.3209926174636491,0.9816008357295557,0.3209926174636491,1.8597240475663488,0.19084570021907474,120,1,5,1,120,0,720,0,720,9,0.083860105729414644
2022-06-23T16:00:00Z,2022-06-23 16:00:00+00:00,2022,2022-06,1,-0.41110502827998913,0.0287514483265255,20910.060000000001,0.27773857859430823,0.35240351070849157,0.39703829985287764,0.53305809671621018,0.39703829985287764,0.53305809671621018,0.39703829985287764,0.75650683738585645,0.27773857859430823,105,1,5,1,10,0,720,0,720,13,0.51217570698208881
2022-06-28T16:00:00Z,2022-06-28 16:00:00+00:00,2022,2022-06,-1,-0.22652156794167841,0.019028410424402901,20255.009999999998,0.17331642539674905,0.13769231869546802,0.5374059337080086,0.13769231869546802,0.5374059337080086,0.26794835699686609,0.5374059337080086,0.95832257513715413,0.17331642539674905,145,1,30,1,75,1,145,0,720,9,1.6600809719832152
2022-07-12T16:00:00Z,2022-07-12 16:00:00+00:00,2022,2022-07,-1,-2.7135993034989205,0.0310680116475761,19398.740000000002,0.25823643920486422,0.032654095243095489,0.25823643920486422,0.26447364453440309,0.25823643920486422,0.26447364453440309,0.7806918997294694,0.26447364453440309,0.25823643920486422,705,1,5,1,35,1,705,0,720,12,1.4668356922021288
2022-08-28T16:00:00Z,2022-08-28 16:00:00+00:00,2022,2022-08,-1,1.3587339703509531,0.0033484175844715001,19972.310000000001,1.1046356728435105,0.13565568734169528,1.1588591900215686,1.4738223309233152,1.1588591900215686,6.8412116127964619,1.1588591900215686,6.8412116127964619,1.1046356728435105,100,1,5,1,5,1,15,1,45,1,0.82757310324970956
2022-09-08T16:00:00Z,2022-09-08 16:00:00+00:00,2022,2022-09,1,-0.76816964614043792,0.0053480454422214002,19352.380000000001,0.23377511667954359,1.0201363072224137,0.97337470719870411,1.0201363072224137,0.97337470719870411,1.0201363072224137,0.97337470719870411,13.488587215343316,0.23377511667954359,155,1,5,1,70,1,70,0,720,9,1.2972529459644591
2022-11-04T16:00:00Z,2022-11-04 16:00:00+00:00,2022,2022-11,1,-0.83724245331109415,0.0131945858809709,21108.540000000001,0.21540828066017945,0.14839057838605815,0.21540828066017945,0.36041039417184539,0.21540828066017945,1.2515364560127387,0.21540828066017945,1.3243941200164979,0.21540828066017945,15,1,5,0,720,0,720,0,720,5,0.12807751865966019
2022-12-14T16:00:00Z,2022-12-14 16:00:00+00:00,2022,2022-12,-1,1.7158768195215326,0.019692876998591201,17792.900000000001,0.43883156492310343,0.3780087556217186,0.43883156492310343,0.3780087556217186,0.43883156492310343,0.53907718484445077,0.43883156492310343,0.66617829017124497,0.43883156492310343,15,1,5,1,15,0,720,0,720,5,0.41649726902303347
2023-03-22T16:00:00Z,2023-03-22 16:00:00+00:00,2023,2023-03,-1,-1.6066475137592304,0.0704350434520849,26668.799999999999,0.37210031737365179,0.035713190643848869,0.40368885696799495,0.035713190643848869,0.40368885696799495,0.035713190643848869,0.53862493054552607,0.035713190643848869,0.37210031737365179,600,1,5,1,20,1,595,0,720,0,4.1677411318747231
2023-03-25T16:00:00Z,2023-03-25 16:00:00+00:00,2023,2023-03,-1,0.18829388552754861,0.0178033056305541,27189.689999999999,0.49454588328193511,0.06945489427442833,0.69721161358361694,0.06945489427442833,0.94296368257631247,0.06945489427442833,0.94296368257631247,0.06945489427442833,0.49454588328193511,345,1,10,1,20,1,85,0,720,0,7.3891141060035874
2023-03-28T16:00:00Z,2023-03-28 16:00:00+00:00,2023,2023-03,1,1.0545491202609869,0.0191268890889096,27425.98,0.35006216659671341,0.12722470740893391,0.633515038794631,0.12722470740893391,0.633515038794631,0.12722470740893391,0.633515038794631,1.389189328146345,0.35006216659671341,115,1,5,1,20,1,110,0,720,3,2.0042935822881427
2023-04-20T16:00:00Z,2023-04-20 16:00:00+00:00,2023,2023-04,-1,0.92247322567190837,0.017577207298312102,28104.380000000001,0.43820989173577268,0.18731339000056776,0.52614626116725205,0.18731339000056776,0.54323201172335855,0.18731339000056776,0.54323201172335855,0.58700997062475269,0.43820989173577268,290,1,5,1,30,1,130,0,720,2,2.9248822754115777
2023-05-01T16:00:00Z,2023-05-01 16:00:00+00:00,2023,2023-05,-1,0.60810638699346065,0.013244639850736,27843.349999999999,0.32775332442548283,0.47986194555538092,0.85182337728724944,0.47986194555538092,0.85182337728724944,0.47986194555538092,0.86600590009852718,0.47986194555538092,0.32775332442548283,680,1,5,1,10,1,95,0,720,2,4.9095741462816704
2023-05-08T16:00:00Z,2023-05-08 16:00:00+00:00,2023,2023-05,-1,-0.3205659845160872,0.021683446462945601,27340.720000000001,0.35314086422447083,0.13297585536287052,0.53690609822118229,0.13297585536287052,0.68415738991933539,0.13297585536287052,0.68415738991933539,0.13297585536287052,0.35314086422447083,310,1,5,1,20,1,110,0,720,2,4.8537342279270437
2023-06-02T16:00:00Z,2023-06-02 16:00:00+00:00,2023,2023-06,1,1.9268250163364968,0.0070506893713808,27239.029999999999,0.34506217670472572,0.18248749978535492,0.49896590255502565,0.31710813280921518,0.7676398167035523,0.31710813280921518,0.7676398167035523,0.31710813280921518,0.34506217670472572,340,1,20,1,35,1,305,0,720,12,3.6602958714450677
2023-07-04T16:00:00Z,2023-07-04 16:00:00+00:00,2023,2023-07,-1,1.4151668467776539,0.0111837984020838,30696.84,0.32462885292706384,0.082588085310138393,0.36629597482388609,0.082588085310138393,0.42684697390743553,0.082588085310138393,0.52634224013124431,0.082588085310138393,0.32462885292706384,475,1,15,1,40,1,475,0,720,0,3.9137644070014863
2023-07-13T16:00:00Z,2023-07-13 16:00:00+00:00,2023,2023-07,1,1.0168356449477891,0.028276636785599801,31606,0.36386150316061155,0.095494665472891482,0.6846560872340024,0.095494665472891482,0.6846560872340024,0.095494665472891482,0.6846560872340024,0.095494665472891482,0.36386150316061155,70,1,35,1,60,1,70,0,720,1,3.0871875171761625
2023-08-01T16:00:00Z,2023-08-01 16:00:00+00:00,2023,2023-08,1,0.78222468601334416,0.0130729786459711,29274.419999999998,0.24711690839382747,0.086388789678304406,0.24711690839382747,0.099437861911307365,0.24711690839382747,1.9938352528181762,0.24711690839382747,1.9938352528181762,0.24711690839382747,45,1,15,0,720,0,720,0,720,2,0.38634086684123192
2023-08-06T16:00:00Z,2023-08-06 16:00:00+00:00,2023,2023-08,1,0.86365689946186075,0.0030965764892986001,29088,0.12558893458777867,0.90908972999380211,0.55413585202097904,1.2973330936400247,0.77529994972905081,1.2973330936400247,0.77529994972905081,1.5684614018905843,0.12558893458777867,280,1,30,1,115,1,115,0,720,18,0.50372476243409336
2023-08-07T16:00:00Z,2023-08-07 16:00:00+00:00,2023,2023-08,1,0.72879894604024165,0.0113119987155119,29154.91,0.10251535755378491,0.13358597628770943,0.10251535755378491,0.36875646406037088,0.10251535755378491,0.36875646406037088,0.10251535755378491,0.53304655159390946,0.10251535755378491,25,1,25,0,720,0,720,0,720,6,0.023800002001589333
2023-08-08T16:00:00Z,2023-08-08 16:00:00+00:00,2023,2023-08,1,0.17052113250895021,0.013940119217018401,29884.23,0.10192317984540072,0.27497119669220216,0.47800501957714425,0.85845041922563436,0.47800501957714425,0.85845041922563436,0.65404479433197982,0.85845041922563436,0.10192317984540072,395,1,5,1,130,1,395,0,720,2,2.8586192736129936
2023-08-09T16:00:00Z,2023-08-09 16:00:00+00:00,2023,2023-08,-1,-0.35563773373926272,0.0123314045227957,29416.209999999999,0.26861550491780756,0.1090760611086741,0.51035071748192473,0.1090760611086741,0.66946767284316622,0.1090760611086741,0.66946767284316622,0.1090760611086741,0.26861550491780756,350,1,5,1,50,1,180,0,720,1,4.8263338382087193
2023-08-12T16:00:00Z,2023-08-12 16:00:00+00:00,2023,2023-08,-1,1.1757795890063931,0.00092539750180850003,29416.169999999998,0.39299801233823523,0.00036735471994136121,0.5475870301126996,0.59417580484147492,1.3429485095806628,0.59417580484147492,1.4332017486307747,1.9549920803898158,0.39299801233823523,370,1,5,1,10,1,145,1,290,5,4.5991820046378766
2023-08-22T16:00:00Z,2023-08-22 16:00:00+00:00,2023,2023-08,-1,1.1860546494549438,0.0081420579137407006,25780,0.42807178134471507,4.7641232017162874e-05,0.58829187191601651,2.3083355555416314,1.9284941693852979,2.3083355555416314,1.9284941693852979,2.3083355555416314,0.42807178134471507,260,1,5,1,5,1,80,1,195,2,11.428198046514954
2023-09-05T16:00:00Z,2023-09-05 16:00:00+00:00,2023,2023-09,-1,-1.2341418950832534,0.0029329399194359001,25683.93,0.71702613532068982,0.11856658876163442,1.162898054837826,0.11856658876163442,1.917749452671105,0.11856658876163442,2.4679010347703985,0.11856658876163442,0.71702613532068982,425,1,5,1,15,1,15,1,95,3,14.016582875386105
